0	0	0	-0.83906	0	0.39988	0.28196	-0.91511	-0.017846	0.25922	0.64307	-0.26289	-0.57264	-0.54917	-0.5291	-0.48473	-0.54626	-0.60114	-0.53573	-0.4381	0.13853	-0.037588	-0.20021	-0.23624	-0.42261	-0.75788	0.008802	0.03525	0.41214	0.15758	-0.024598	-0.39682	-0.42403	-0.30023	-0.20267	0.1785	-0.17817	-0.10111	-0.21072	-0.39783	0	0	-0.37156	-0.19632	0.003923	-0.077062	-0.14373	-0.68036	0.031115	-0.09709	-0.09851	-0.39006	-0.46523	-0.30338	0	-0.17061	-0.17423	-0.30627	-0.37667	-0.27482	-0.42118	0.09479	-0.20586	-0.43063	0.2254	0.45255	-0.46596	-0.16414	-0.53498	-0.3295	0.25947	0.044673	-0.1335	-0.44728	-0.25234	-0.26322	-0.17682	-0.34323	-0.58926	-0.31816	-0.27669	0.020464	0.53016	-0.24475	-0.11874	-0.19761	-0.5317	-0.63034	-0.51455	0.082893	0.13707	-0.1393	0.069013	0.002741	-0.5825	-0.65446	-0.16283	-0.52592	-0.1006	-0.27005	-0.34918	-0.48557	-0.098568	-0.032423	-0.87433	-0.32415	-0.038447	-0.029156
0	0	0	0	0	0.22764	-0.056144	0.31362	0.2135	0.20668	0.035961	0.038769	0	-0.19397	-0.30473	0	0	0	0	0	-0.14235	0.18891	-0.18413	0	0	-0.033649	0.18903	-0.10807	-0.009738	0.19092	0.094895	0	0.005208	-0.057429	-0.079981	0.10295	0	0	0	0	0	0	-0.17818	0	0	0	0.057838	-0.11953	-0.041522	0	0	0	0.19102	-0.18978	0	0	0	0	0	-0.031027	0.034941	-0.011705	0.083164	-0.015797	0.022162	0.16601	0.081418	0.12685	-0.2886	0.16704	0.132	-0.14418	0	0.15659	-0.19294	0.046075	0.21334	-0.049445	-0.17786	0	-0.26222	0.005044	0.021004	0.1418	0	0.008493	-0.13173	-0.15077	-0.07604	-0.16383	0	0	0.04657	-0.004655	0.23766	-0.20225	-0.033993	-0.18825	0.047813	0	0	0	-0.16199	0.016166	-0.19933	-0.15974	-0.11444	-0.22201
0	0	0	0	0	0.12914	0.092525	0.34912	-0.033559	0.12112	0.16723	-0.001924	0	-0.32032	-0.2214	0	0	0	0	0	0.036208	-0.25277	-0.16265	0	0	-0.12758	-0.12691	-0.035035	0.13329	0.074781	0.0522	0	0.061719	-0.14355	-0.004273	-0.01457	0	0	0	0	0	0	-0.26892	0	0	0	-0.011982	-0.17161	-0.13062	0	0	0	-0.54371	-0.2306	0	0	0	0	0	-0.11863	-0.078139	-0.11833	0.10694	-0.038801	0.12488	0.17536	-0.013232	-0.015351	-0.42859	0.048206	-0.13707	0.065744	0	-0.091952	-0.24393	0.055764	0.19592	-0.31441	-0.078435	0	-0.18322	0.11451	0.1017	0.28254	0	-0.17085	0.065517	-0.22778	-0.016511	0.14504	0	0	0.056196	0.051624	-0.06058	0.079369	-0.23716	-0.13185	-0.34969	0	0	0	-0.2675	-0.023013	-0.18075	-0.24834	0.090559	-0.32588
-0.83906	0	0	0	0	0.3821	0.36043	0.24811	0.20631	0.23275	0.066415	-0.044639	0	-0.17862	0.043334	0	0	0	0	0	-0.23493	-0.25264	-0.39713	0	0	-0.35655	-0.1951	0.12326	-0.12007	-0.001825	0.082421	0	-0.63765	-0.52697	-0.28736	-0.10592	0	0	0	0	0	0	-0.47557	0	0	0	-0.028735	-0.31318	-0.29801	0	0	0	-0.41561	-0.22002	0	0	0	0	0	-0.58045	-0.22729	-0.29524	-0.17498	-0.15952	-0.27233	-0.014829	0.067549	0.10908	-0.86191	-0.31218	-0.030737	0.13253	0	-0.39673	-0.761	-0.052364	0.10179	-0.42518	-0.63039	0	-0.67726	0.21091	0.3079	-0.19898	0	-0.27867	-0.56647	-0.94269	-0.24992	-0.11464	0	0	-0.17625	-0.31346	-0.50155	-0.59146	-0.07265	-0.27574	-0.28379	0	0	0	-0.24485	-0.45251	-0.55836	-0.10282	-0.32266	0.023456
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.39988	0.22764	0.12914	0.3821	0	0	0	0	0.93186	0	0	-0.26279	-0.34803	-0.54251	-0.27356	-0.15582	-0.24866	0.067644	-0.03257	-0.17873	-0.37031	-0.091487	-0.033856	-0.045576	-0.38932	-0.21421	0	0	0	0	0.19599	0.097873	-0.1225	-0.47796	-0.33637	-0.11429	0.022005	-0.22162	-0.09829	-0.23341	0	0	-0.20853	-0.17954	-0.052362	-0.010909	-0.25894	-0.20006	-0.23474	-0.33789	-0.35404	-0.12403	0.038499	0	0	-0.20441	-0.047768	-0.06346	0.23149	-0.08302	-0.068055	0	-0.6157	-0.21779	0	0	-0.007055	-0.40306	-0.22266	0.12446	0	-0.097613	0.11129	-0.12452	-0.11807	-0.1258	-0.20366	-0.3431	-0.25206	-0.22091	0.020632	-0.078912	0	0.13104	-0.021404	-0.21795	-0.32898	-0.37711	-0.75358	-0.20459	0.06955	-0.27344	-0.091079	0	-0.37236	-0.18241	-0.26648	-0.32339	0.27963	0.048009	0.15251	0.10038	0	0	-0.39397	0	0	0
0.28196	-0.056144	0.092525	0.36043	0	0	0	0	0.83682	0	0	-0.38378	-0.39567	-0.31373	-0.34053	-0.12916	-0.18511	0.077181	0.045938	0.038467	-0.24425	-0.049614	-0.13553	-0.27162	-0.036221	-0.38491	0	0	0	0	0.000406	0.15486	-0.35597	-0.20887	-0.28376	-0.22992	-0.30881	-0.11936	-0.39599	-0.073357	0	0	-0.076765	-0.19298	-0.077108	-0.15523	-0.26006	-0.48723	0.015973	-0.14408	0.10216	0.042215	-0.19995	0	0	-0.15662	0.070561	-0.10189	-0.11021	-0.30878	-0.46654	0	-0.4969	-0.34538	0	0	-0.24097	-0.31141	-0.27595	-0.007616	0	-0.050338	0.23912	-0.24476	-0.35387	-0.24982	-0.14342	-0.22567	0.13881	-0.08454	-0.11121	-0.006067	0	0.19107	-0.1936	-0.37774	-0.38367	-0.43202	-0.39805	-0.24164	-0.13035	-0.27058	-0.17242	0	-0.34166	-0.27529	-0.12214	-0.032373	-0.34868	0.075528	-0.001832	0.086145	0	0	-0.34441	0	0	0
-0.91511	0.31362	0.34912	0.24811	0	0	0	0	0	0	0	-0.188	-0.1585	-0.14913	-0.085318	0.062026	0.20659	0.076683	0.2192	0.097603	0.2252	-0.1002	0.049431	-0.038303	-0.1817	-0.20811	-0.074388	0.33213	0.24079	-0.060286	0.31991	-0.000776	0.039589	-0.39515	-0.37335	-0.057149	0.039399	0.046541	-0.11473	-0.14474	0	0	-0.095084	0.031224	0.001871	-0.21988	-0.18722	-0.46423	-0.28436	-0.072771	-0.11185	-0.172	-0.24552	-0.4097	0	0.05145	0.00378	0.054021	-0.087427	-0.17035	-0.11977	-0.26902	-0.16363	-0.20375	0.078185	-0.3375	-0.40013	-0.59359	-0.61564	0.066909	-0.15888	-0.016602	0.070229	-0.20547	-0.10849	-0.14483	0.15786	-0.11917	0.036724	-0.093069	0.14055	0.12307	-0.13854	-0.21721	-0.29537	-0.21534	-0.40017	-0.39755	-0.686	0.063223	-0.13818	0.22671	-0.23283	-0.25727	0.012049	-0.021215	-0.15373	-0.20522	-0.1094	0.041384	-0.3218	0.001896	-0.29798	-0.31457	-0.29575	-0.30682	-0.34339	-0.33721
-0.017846	0.2135	-0.033559	0.20631	0	0.93186	0.83682	0	0	0	0	0.1256	0.51605	0.28884	0.56379	0.40346	0.20469	0.26449	0.26278	0.28797	0.07036	0.073671	0.19146	0.32383	0.17759	0.49501	0.28111	0.19195	0.21465	0.14488	0.28535	-0.16566	0.193	0.092107	-0.23574	-0.15907	0.11543	-0.053747	0.029485	-0.037795	0	0	0.048584	0.074226	0.039829	-0.16843	0.11899	0.18851	0.14226	-0.1831	0.085072	-0.0637	-0.094115	-0.054053	0	0.089906	0.12156	-0.15069	0.093698	-0.10299	0.20544	-0.34749	0.001621	0.16024	-0.032578	-0.18244	0.065705	0.086664	0.12288	0.25243	0.24735	0.15286	-0.03978	-0.096697	0.11962	0.1884	0.020705	0.15374	0.10319	0.050737	0.1305	0.042126	0.28017	0.086949	0.1362	-0.10753	-0.015396	-0.11202	0.084298	0.068253	-0.036821	0.030234	-0.13211	-0.11407	0.12128	0.033639	0.036089	0.1801	0.078636	-0.13192	0.15633	-0.090801	-0.004595	-0.1905	-0.28634	0.13076	-0.18895	-0.099207
0.25922	0.20668	0.12112	0.23275	0	0	0	0	0	0	0	0	0	0	0.31719	0.47994	0.18166	0.1717	-0.1318	0.24685	-0.075405	-0.029149	0.20651	0.011861	0.35051	-0.1132	0	0	0	0	0.098533	0.1887	0.2008	-0.11077	-0.13067	0.073165	0.024952	-0.12914	0.073195	0.088174	0	0	-0.014525	-0.053542	-0.029427	-0.21893	-0.039323	0.11749	0.10634	0.20075	0.10262	0.14119	0.039287	0	0	0.21247	0.2112	0.16744	0.081848	0.007562	-0.015717	0	-0.082257	0.047482	0	0	-0.17198	-0.23655	-0.00346	0.36587	0	-0.007158	-0.021669	-0.04711	0.27464	0.36185	-0.049696	0.14421	0.1222	0.20949	-0.054341	-0.056087	0	0.10466	0.028125	-0.035341	0.019448	0.025717	0.034953	0.022937	0.14934	0.12825	-0.079803	0	-0.16604	0.22851	0.13109	0.013302	0.15303	-0.22719	-0.25735	0.000483	0	0	0.11562	0	0	0
